Iteration,Rate,RateUnit,BottleneckName,BottleneckUtilization,UtilizationWithinLimits,HardConstraintsOk,Feasible,Score
57,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
58,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
59,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
60,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
61,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
62,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
63,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
64,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
65,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
66,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
67,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
68,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
69,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
70,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
71,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
72,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
73,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
74,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
75,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
76,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
77,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
78,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
79,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
80,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
81,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
82,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
83,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
84,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
85,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
86,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
87,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
88,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
89,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
90,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
91,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
92,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
93,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
94,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
95,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
96,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
97,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
98,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
99,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
100,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
101,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
102,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
103,114356.35405390713,kg/hr,HP separator,0.9499998262114194,true,true,true,114356.35405390711
104,114356.35405390713,kg/hr,HP separator,0.9500007667035589,false,true,false,114356.35405390715
105,114356.26497910562,kg/hr,HP separator,0.9500007667035589,false,true,false,114356.26497910562
106,114356.17216775427,kg/hr,HP separator,0.9499990551931686,true,true,true,114356.17216775428
