branch,original_getter,point_index,T_K,T_C,P_bara,valid
Dew boundary,dewT,51,386.31973923641516,113.16973923641518,313.9717875802872,True
Dew boundary,dewT,52,376.321518076621,103.171518076621,313.10444253215525,True
Dew boundary,dewT,53,366.3366344848845,93.18663448488451,311.05238558510933,True
Dew boundary,dewT,54,356.3655695625448,83.21556956254483,307.7820158663557,True
Dew boundary,dewT,55,346.4091084294328,73.25910842943284,303.25675921581444,True
Dew boundary,dewT,56,336.46839993754423,63.31839993754426,297.43728623520866,True
Dew boundary,dewT,57,nan,nan,nan,False
Dew boundary,dewT,58,nan,nan,nan,False
Bubble boundary,bubT,0,nan,nan,nan,False
Bubble boundary,bubT,1,333.56735388621996,60.417353886219985,295.48683027755897,True
Bubble boundary,bubT,2,332.9629237518352,59.81292375183523,295.06586848188647,True
Bubble boundary,bubT,3,332.6613341895058,59.51133418950582,294.85393292371555,True
Bubble boundary,bubT,4,332.33008074270333,59.18008074270335,294.6196991948432,True
Bubble boundary,bubT,5,331.96629978100185,58.816299781001874,294.36071061357717,True
Bubble boundary,bubT,6,331.84647542511476,58.696475425114784,294.27500100346833,True
Bubble boundary,bubT,7,331.73658557484623,58.586585574846254,294.1962206678752,True
Bubble boundary,bubT,8,331.6996957493801,58.549695749380135,294.1697364524446,True
Bubble boundary,bubT,9,331.670475434181,58.52047543418104,294.1487469773001,True
Bubble boundary,bubT,10,331.6641352238953,58.51413522389532,294.14419226520886,True
Bubble boundary,bubT,11,331.66037219724006,58.51037219724009,294.1414882135902,True
Bubble boundary,bubT,12,331.65754205898344,58.50754205898346,294.13945505480984,True
Bubble boundary,bubT,13,331.64494855865536,58.49494855865538,294.1303977303032,True
Bubble boundary,bubT,14,331.64844739225094,58.49844739225097,294.1329145777902,True
Bubble boundary,bubT,15,331.65252202527523,58.502522025275255,294.1358453344207,True
Bubble boundary,bubT,16,nan,nan,nan,False
Bubble boundary,bubT,17,112.90184257168151,-160.24815742831845,1.1051709180756477,True
Bubble boundary,bubT,18,114.27502639770468,-158.8749736022953,1.2214027581601699,True
Bubble boundary,bubT,19,115.67887094967212,-157.47112905032787,1.3498588075760032,True
Bubble boundary,bubT,20,117.1145129700148,-156.03548702998518,1.4918246976412703,True
Bubble boundary,bubT,21,117.22292691563622,-155.92707308436377,1.5029961607595748,True
Bubble boundary,bubT,22,117.3423841606252,-155.80761583937476,1.5153803080415043,True
Bubble boundary,bubT,23,117.47403177121348,-155.6759682287865,1.529119366079627,True
Bubble boundary,bubT,24,117.6191406040636,-155.53085939593637,1.5443744902075873,True
Bubble boundary,bubT,25,117.77911962801558,-155.3708803719844,1.5613287505945457,True
Bubble boundary,bubT,26,117.95553209708265,-155.19446790291732,1.580190683174297,True
Bubble boundary,bubT,27,118.15011385125239,-154.99988614874758,1.6011985308432173,True
Bubble boundary,bubT,28,118.36479406948943,-154.78520593051053,1.6246253321403,True
Bubble boundary,bubT,29,118.60171885650081,-154.54828114349917,1.6507850554062018,True
Bubble boundary,bubT,30,118.86327811316765,-154.2867218868323,1.6800400290256055,True
Bubble boundary,bubT,31,119.15213622245717,-153.99786377754282,1.712809986575093,True
Bubble boundary,bubT,32,119.47126718084687,-153.6787328191531,1.749583134640297,True
Bubble boundary,bubT,33,119.82399492318561,-153.32600507681437,1.7909297676726967,True
Bubble boundary,bubT,34,120.21403973039787,-152.9359602696021,1.8375191080081208,True
Bubble boundary,bubT,35,120.64557177911264,-152.50442822088735,1.8901402530804254,True
Bubble boundary,bubT,36,121.12327309538976,-152.0267269046102,1.9497283839053683,True
Bubble boundary,bubT,37,121.65240941700094,-151.49759058299904,2.0173977540260033,True
Bubble boundary,bubT,38,122.23891375617055,-150.91108624382943,2.0944834711100553,True
Bubble boundary,bubT,39,122.88948379287527,-150.2605162071247,2.1825947530847705,True
Bubble boundary,bubT,40,123.61169562157895,-149.53830437842103,2.28368325583664,True
Bubble boundary,bubT,41,124.41413682149172,-148.73586317850825,2.400131327307618,True
Bubble boundary,bubT,42,125.30656231376818,-147.8434376862318,2.5348667811279983,True
Bubble boundary,bubT,43,126.30007698483567,-146.8499230151643,2.6915131975065374,True
Bubble boundary,bubT,44,127.40734954186244,-145.74265045813752,2.8745881278544303,True
Bubble boundary,bubT,45,128.64286242391842,-144.50713757608156,3.089766295805263,True
Bubble boundary,bubT,46,130.02320263522847,-143.1267973647715,3.344231503241931,True
Bubble boundary,bubT,47,131.56739776320845,-141.58260223679153,3.647150230516967,True
Bubble boundary,bubT,48,133.29729961033777,-139.8527003896622,4.01031289795025,True
Bubble boundary,bubT,49,135.23801379085594,-137.91198620914403,4.449006762579665,True
Bubble boundary,bubT,50,137.41836556443874,-135.73163443556123,4.983209028749368,True
Bubble boundary,bubT,51,139.87137705700314,-133.27862294299683,5.639221436513827,True
Bubble boundary,bubT,52,142.63470355100077,-130.5152964489992,6.451908782656007,True
Bubble boundary,bubT,53,145.7509273485386,-127.39907265146138,7.467750383352594,True
Bubble boundary,bubT,54,149.26751988846948,-123.8824801115305,8.748952646187947,True
Bubble boundary,bubT,55,153.23612455535667,-119.91387544464331,10.37886608656387,True
Bubble boundary,bubT,56,157.71052081250036,-115.43947918749961,12.468807323397002,True
Bubble boundary,bubT,57,162.74206976072,-110.40793023927998,15.16587233041157,True
Bubble boundary,bubT,58,168.37029320267936,-104.77970679732061,18.659851561361016,True
Bubble boundary,bubT,59,174.60367393642662,-98.54632606357336,23.183328205332337,True
Bubble boundary,bubT,60,181.3794078328929,-91.77059216710708,28.987638418422218,True
Bubble boundary,bubT,61,188.47330737690947,-84.6766926230905,36.241662693591955,True
Bubble boundary,bubT,62,195.2784278502762,-77.87157214972379,44.67107643579042,True
Bubble boundary,bubT,63,199.93576920551973,-73.21423079448024,51.735438668187285,True
Bubble boundary,bubT,64,200.47650941938454,-72.67349058061544,52.56643860993888,True
Bubble boundary,bubT,65,199.84751981654622,-73.30248018345375,51.14127355287978,True
Bubble boundary,bubT,66,199.2470001021703,-73.90299989782969,49.71380809994315,True
Bubble boundary,bubT,67,196.3220560740939,-76.82794392590608,45.80394968166352,True
Bubble boundary,bubT,68,196.40410970870576,-76.74589029129422,45.639530193166486,True
Bubble boundary,bubT,69,196.45175213429928,-76.6982478657007,45.55392455925278,True
Bubble boundary,bubT,70,196.4623438930447,-76.68765610695527,45.53565078147484,True
Bubble boundary,bubT,71,196.46987893388533,-76.68012106611465,45.522792649929094,True
Bubble boundary,bubT,72,196.47829091849866,-76.67170908150132,45.50859484543574,True
Bubble boundary,bubT,73,196.47912803931925,-76.67087196068073,45.50718291301355,True
Bubble boundary,bubT,74,196.47971636378082,-76.67028363621915,45.50619618355133,True
Bubble boundary,bubT,75,196.4803625997289,-76.66963740027109,45.50510833533311,True
Bubble boundary,bubT,76,196.481079440278,-76.66892055972198,45.5039193147562,True
