branch,original_getter,point_index,T_K,T_C,P_bara,valid
Bubble boundary,bubT,12,222.15514209405754,-50.99485790594244,82.80157310705344,True
Bubble boundary,bubT,13,220.53792909395855,-52.612070906041424,79.94066977243655,True
Bubble boundary,bubT,14,219.08578437749347,-54.06421562250651,77.35788402128709,True
Bubble boundary,bubT,15,217.78593351526058,-55.364066484739396,75.04593361495465,True
Bubble boundary,bubT,16,216.60999174620136,-56.54000825379862,72.96585337154654,True
Bubble boundary,bubT,17,215.5151380238514,-57.634861976148585,71.05044439368591,True
Bubble boundary,bubT,18,214.44683140186814,-58.70316859813184,69.21190927063992,True
Bubble boundary,bubT,19,213.34256037364858,-59.807439626351396,67.35200588321582,True
Bubble boundary,bubT,20,212.1359695730241,-61.014030426975864,65.3726641726196,True
Bubble boundary,bubT,21,210.76073220310286,-62.389267796897116,63.18526874045988,True
Bubble boundary,bubT,22,209.1536862885395,-63.99631371146049,60.71749977440157,True
Bubble boundary,bubT,23,207.25696695162077,-65.89303304837921,57.917437758285175,True
Bubble boundary,bubT,24,205.01909301548147,-68.1309069845185,54.75531754916001,True
Bubble boundary,bubT,25,202.39516758583096,-70.75483241416902,51.223721827440265,True
Bubble boundary,bubT,26,199.34650513022967,-73.8034948697703,47.3370974231943,True
Bubble boundary,bubT,27,195.84008840739193,-77.30991159260805,43.131297378281644,True
Bubble boundary,bubT,28,191.84828257307106,-81.30171742692892,38.663468686240165,True
Bubble boundary,bubT,29,187.3491921778289,-85.80080782217107,34.01210432297907,True
Bubble boundary,bubT,30,182.32794210584112,-90.82205789415886,29.276551749592606,True
Bubble boundary,bubT,31,176.77899527689397,-96.37100472310601,24.574837752955226,True
Bubble boundary,bubT,32,170.7093855158027,-102.44061448419728,20.038497231621776,True
Bubble boundary,bubT,33,164.14244854210006,-109.00755145789992,15.803388394936025,True
Bubble boundary,bubT,34,157.12130936714527,-116.0286906328547,11.996414883524059,True
Bubble boundary,bubT,35,149.71110966796968,-123.4388903320303,8.719641764005175,True
Bubble boundary,bubT,36,141.9988659377152,-131.15113406228477,6.035085535574752,True
Bubble boundary,bubT,37,134.09008982572914,-139.05991017427084,3.954626374878405,True
Bubble boundary,bubT,38,126.10196113051428,-147.0480388694857,2.439029338715675,True
Bubble boundary,bubT,39,118.15382820484925,-154.99617179515073,1.407517431523203,True
